Curriculum,Structural Engineering with a Specialization in Aerospace Structures,,,,,,,,
Institution,"University of California, San Diego",,,,,,,,
Degree Type,BS,,,,,,,,
System Type,Quarter,,,,,,,,
CIP,14.0803,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,SE 1,SE,1,,,,4,,
2,CHEM 6A,CHEM,6A,,,,4,,
3,MATH 20A,MATH,20A,,,,4,,
4,MATH 20B,MATH,20B,3,,,4,,
5,PHYS 2A,PHYS,2A,3;3,,,4,,
6,MATH 18,MATH,18,,,,4,,
7,SE 3,SE,3,1,,,4,,
8,MATH 20C,MATH,20C,4,,,4,,
9,PHYS 2BL,PHYS,2BL,5,,,2,,
10,PHYS 2B,PHYS,2B,5;4,,,4,,
11,MATH 20D,MATH,20D,8;6,,,4,,
12,SE 101A,SE,101A,5;8,,,4,,
13,PHYS 2C,PHYS,2C,5;8,,,4,,
14,PHYS 2CL,PHYS,2CL,5;10,,,2,,
35,TMC LD GE 1,,,,,,4,,
15,SE 9,SE,9,3;4,,,4,,
16,SE 101B,SE,101B,12,,,4,,
17,SE 110A,SE,110A,12;11,,,4,,
36,TMC LD GE 2,,,,,,4,,
18,SE 105,SE,105,1;12,,,5,,
19,MATH 20E,MATH,20E,6;8,,,4,,
20,SE 110B,SE,110B,17,,,4,,
37,TMC LD GE 3,,,,,,4,,
21,SE 101C,SE,101C,16;6,,,4,,
22,SE 125,SE,125,11;6,,,4,,
23,SE 130A,SE,130A,17,,,4,,
38,TMC LD GE 4,,,,,,4,,
24,SE 102,SE,102,15;12,,,4,,
25,SE 115,SE,115,5;11,,,4,,
26,SE 160A,SE,160A,18;16;17,,,4,,
39,TMC LD BREADTH 1,,,,,,4,,
27,SE 160B,SE,160B,26,,,4,,
28,SE 130B,SE,130B,23;6,,,4,,
29,SE 131A,SE,131A,19;20;7,,,4,,
40,TMC LD BREADTH 2,,,,,,4,,
30,SE 131B,SE,131B,29;21;28,,,4,,
31,SE 142,SE,142,17;20,,,4,,
41,TECHNICAL ELECTIVE 1,,,,,,4,,
42,UCSD CCER,,,,,,4,,
32,SE 143A,SE,143A,7;31;27,,,4,,
33,SE 171,SE,171,17;20,,,4,,
43,TECHNICAL ELECTIVE 2,,,,,,4,,
44,TMC UD BREADTH 1,,,,,,4,,
34,SE 143B,SE,143B,32,,,4,,
45,TECHNICAL ELECTIVE 3,,,,,,4,,
46,TMC UD BREADTH 2,,,,,,4,,
